,Name,gender_wiki,birth_date_wiki,nationality_wiki,gender_dbpedia,birth_date_dbpedia,nationality_dbpedia,gender_gkg,birth_date_gkg,nationality_gkg,VoxCeleb_ID,gender,birth_year,unit,height_raw,height
906,Diego Lugano,male,1980-11-02,Uruguay,male,1980-11-02,,male,1980-11-02,Uruguay,id02197,male,1980.0,http://www.wikidata.org/entity/Q174728,188.0,188.0
907,Nadine Chandrawinata,female,1984-05-08,Indonesia,female,1984-05-08,,female,1984-05-08,Indonesia,id06321,female,1984.0,http://www.wikidata.org/entity/Q11573,1.75,175.0
908,Salomon Kalou,male,1985-08-05,Ivory-Coast,male,1985-08-05,,male,1985-08-05,Ivory-Coast,id07696,male,1985.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
909,Arron Afflalo,male,1985-10-15,The-United-States-of-America,male,1985-10-15,american,male,1985-10-15,The-United-States-of-America,id00781,male,1985.0,http://www.wikidata.org/entity/Q174728,196.0,196.0
910,Steffi Jones,female,1972-12-22,Germany,female,1972-12-22,,female,1972-12-22,Germany,id08213,female,1972.0,http://www.wikidata.org/entity/Q174728,179.0,179.0
911,Andrea Ranocchia,male,1988-02-16,Italy,male,1988-02-16,,male,1988-02-16,Italy,id00498,male,1988.0,http://www.wikidata.org/entity/Q174728,195.0,195.0
912,Séamus Coleman,male,1988-10-11,The-Republic-of-Ireland,male,1988-10-11,,male,1988-10-11,The-Republic-of-Ireland,id08358,male,1988.0,http://www.wikidata.org/entity/Q174728,177.0,177.0
913,Lindsay Whalen,female,1982-05-09,The-United-States-of-America,female,1982-05-09,american,female,1982-05-09,The-United-States-of-America,id05188,female,1982.0,http://www.wikidata.org/entity/Q174728,173.0,173.0
914,Penny Lancaster,female,1971-03-15,The-United-Kingdom-1,female,1971-03-15,,female,1971-03-15,The-United-Kingdom-1,id06914,female,1971.0,http://www.wikidata.org/entity/Q11573,1.8,180.0
915,Niklas Moisander,male,1985-09-29,Finland,male,1985-09-29,,male,1985-09-29,Finland,id06555,male,1985.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
916,Ewen McKenzie,male,1965-06-21,Australia,male,1965-6-21,,male,1965-06-21,Australia,id02687,male,1965.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
917,Nenad Bjelica,male,1971-08-20,Croatia,male,1971-08-20,,male,1971-08-20,Croatia,id06457,male,1971.0,http://www.wikidata.org/entity/Q174728,181.0,181.0
918,Nando de Colo,male,1987-06-23,France,male,1987-06-23,french,male,1987-06-23,France,id06356,male,1987.0,http://www.wikidata.org/entity/Q174728,195.0,195.0
919,Greg Oden,male,1988-01-22,The-United-States-of-America,male,1988-01-22,american,male,1988-01-22,The-United-States-of-America,id03200,male,1988.0,http://www.wikidata.org/entity/Q174728,213.0,213.0
920,Tom Felton,male,1987-09-22,The-United-Kingdom-1,male,1987-09-22,,male,1987-09-22,The-United-Kingdom-1,id08607,male,1987.0,http://www.wikidata.org/entity/Q174728,175.0,175.0
921,Vincent Bolloré,male,1952-04-01,France,male,1952-04-01,french,male,1952-04-01,France,id08906,male,1952.0,http://www.wikidata.org/entity/Q11573,1.75,175.0
922,Leeann Tweeden,female,1973-06-13,The-United-States-of-America,female,1973-06-13,,female,1973-06-13,The-United-States-of-America,id05088,female,1973.0,http://www.wikidata.org/entity/Q174728,170.0,170.0
923,Megan Rapinoe,female,1985-07-05,The-United-States-of-America,female,1985-07-05,,female,1985-07-05,The-United-States-of-America,id05917,female,1985.0,http://www.wikidata.org/entity/Q174728,170.0,170.0
924,Manuel Neuer,male,1986-03-27,Germany,male,1986-03-27,,male,1986-03-27,Germany,id05491,male,1986.0,http://www.wikidata.org/entity/Q174728,193.0,193.0
925,Luis Scola,male,1980-04-30,Argentina,male,1980-04-30,argentine,male,1980-04-30,Argentina,id05334,male,1980.0,http://www.wikidata.org/entity/Q174728,206.0,206.0
926,Shaun Ross,male,1991-05-10,The-United-States-of-America,male,1991-05-10,american,male,1991-05-10,The-United-States-of-America,id07992,male,1991.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
927,"Ken Norton, Jr.",male,1966-09-29,The-United-States-of-America,male,1966-9-29,,male,1966-09-29,The-United-States-of-America,id04717,male,1966.0,http://www.wikidata.org/entity/Q218593,74.0,187.96
928,Robert Huth,male,1984-08-18,Germany,male,1984-08-18,,male,1984-08-18,Germany,id07419,male,1984.0,http://www.wikidata.org/entity/Q174728,191.0,191.0
929,Aitor Karanka,male,1973-09-18,Spain,male,1973-09-18,,male,1973-09-18,Spain,id00151,male,1973.0,http://www.wikidata.org/entity/Q11573,1.84,184.0
930,Qory Sandioriva,female,1991-08-17,Indonesia,female,1991-08-17,,female,1991-08-17,Indonesia,id07093,female,1991.0,http://www.wikidata.org/entity/Q174728,173.0,173.0
931,Nick Young,male,1985-06-01,The-United-States-of-America,male,1985-6-1,american,male,1985-06-01,The-United-States-of-America,id06489,male,1985.0,http://www.wikidata.org/entity/Q174728,201.0,201.0
932,Matthew Perry,male,1969-08-19,The-United-States-of-America,male,1969-08-19,,male,1969-08-19,The-United-States-of-America,id05832,male,1969.0,http://www.wikidata.org/entity/Q11573,1.83,183.0
933,Rick Carlisle,male,1959-10-27,The-United-States-of-America,male,1959-10-27,american,male,1959-10-27,The-United-States-of-America,id07353,male,1959.0,http://www.wikidata.org/entity/Q174728,196.0,196.0
934,Tina Ruland,female,1966-10-09,Germany,,,,,,,id08572,,,http://www.wikidata.org/entity/Q174728,163.0,163.0
935,Samu Haber,male,1976-04-02,Finland,male,1976-04-02,,male,1976-04-02,Finland,id07744,male,1976.0,http://www.wikidata.org/entity/Q174728,192.0,192.0
936,Rose McGowan,,1973-09-05,The-United-States-of-America,female,1973-09-05,,,1973-09-05,The-United-States-of-America,id07565,,1973.0,http://www.wikidata.org/entity/Q11573,1.64,164.0
937,Tia Mowry,female,1978-07-06,The-United-States-of-America,female,1978-07-06,,female,1978-07-06,The-United-States-of-America,id08546,female,1978.0,http://www.wikidata.org/entity/Q174728,165.0,165.0
938,Sara Errani,female,1987-04-29,Italy,female,1987-04-29,,female,1987-04-29,Italy,id07780,female,1987.0,http://www.wikidata.org/entity/Q174728,164.0,164.0
939,Didier Deschamps,male,1968-10-15,France,male,1968-10-15,,male,1968-10-15,France,id02189,male,1968.0,http://www.wikidata.org/entity/Q174728,170.0,170.0
940,Philipp Petzschner,male,1984-03-24,Germany,male,1984-03-24,,male,1984-03-24,Germany,id06987,male,1984.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
941,David Luiz,male,1987-04-22,Brazil,male,1987-04-22,,male,1987-04-22,Brazil,id02047,male,1987.0,http://www.wikidata.org/entity/Q174728,189.0,189.0
942,Zabit Samedov,male,1984-06-21,Belarus-1,male,1984-06-21,azerbaijan,male,1984-06-21,Belarus-1,id09153,male,1984.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
943,Camila Alves,female,1982-01-28,Brazil,female,1982-01-28,,female,1982-01-28,Brazil,id01316,female,1982.0,http://www.wikidata.org/entity/Q174728,175.0,175.0
944,Archie Panjabi,female,1972-05-31,The-United-Kingdom-1,female,1972-05-31,,female,1972-05-31,The-United-Kingdom-1,id00747,female,1972.0,http://www.wikidata.org/entity/Q11573,1.6,160.0
945,Ximena Navarrete,female,1988-02-22,Mexico,female,1988-02-22,,female,1988-02-22,Mexico,id09055,female,1988.0,http://www.wikidata.org/entity/Q174728,174.0,174.0
946,Sam Sorbo,female,1966-10-18,The-United-States-of-America,female,1966-10-18,,female,1966-10-18,The-United-States-of-America,id07714,female,1966.0,http://www.wikidata.org/entity/Q11573,1.8,180.0
947,Ki Sung-yueng,male,1989-01-24,South-Korea,male,1989-01-24,,male,1989-01-24,South-Korea,id04774,male,1989.0,http://www.wikidata.org/entity/Q174728,189.0,189.0
948,Pierre van Hooijdonk,male,1969-11-29,Kingdom-of-the-Netherlands,male,1969-11-29,,male,1969-11-29,Kingdom-of-the-Netherlands,id07022,male,1969.0,http://www.wikidata.org/entity/Q174728,193.0,193.0
949,SoCal Val,female,1986-03-27,The-United-States-of-America,female,1986-03-27,,female,1986-03-27,The-United-States-of-America,id08124,female,1986.0,http://www.wikidata.org/entity/Q174728,170.0,170.0
950,Barbara Meier,female,1986-07-25,Germany,female,1986-07-25,,female,1986-07-25,Germany,id00895,female,1986.0,http://www.wikidata.org/entity/Q174728,174.0,174.0
951,Cody Rhodes,male,1985-06-30,The-United-States-of-America,male,1985-06-30,,male,1985-06-30,The-United-States-of-America,id01768,male,1985.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
952,Jean-Luc Mélenchon,male,1951-08-19,France,male,1951-08-19,p27,male,1951-08-19,France,id03917,male,1951.0,http://www.wikidata.org/entity/Q11573,1.75,175.0
953,Alicia Sacramone,female,1987-12-03,The-United-States-of-America,female,1987-12-03,,female,1987-12-03,The-United-States-of-America,id00330,female,1987.0,http://www.wikidata.org/entity/Q174728,155.0,155.0
954,Victor Crivoi,male,1982-05-25,Romania,male,1982-05-25,,male,1982-05-25,Romania,id08864,male,1982.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
955,Patrick Chan,male,1990-12-31,Canada,male,1948-10-21,,male,1948-10-21,China,id06807,male,,http://www.wikidata.org/entity/Q174728,171.0,171.0
956,Roy Jones Jr.,male,1969-01-16,The-United-States-of-America,male,1969-01-16,"*american
*russian",,,,id07587,,,http://www.wikidata.org/entity/Q174728,180.0,180.0
957,Jameer Nelson,male,1982-02-09,The-United-States-of-America,male,1982-02-09,american,male,1982-02-09,The-United-States-of-America,id03746,male,1982.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
958,Tom Hardy,male,1977-09-15,The-United-Kingdom-1,male,1977-09-15,,male,1977-09-15,The-United-Kingdom-1,id08608,male,1977.0,http://www.wikidata.org/entity/Q11573,1.75,175.0
959,Carolina Klüft,female,1983-02-02,Sweden,female,1983-02-02,http://dbpedia.org/resource/sweden,female,1983-02-02,Sweden,id01418,female,1983.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
960,Shani Davis,male,1982-08-13,The-United-States-of-America,male,1982-08-13,,male,1982-08-13,The-United-States-of-America,id07968,male,1982.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
961,Mike Tyson,male,1966-06-30,The-United-States-of-America,male,1966-6-30,american,male,1966-06-30,The-United-States-of-America,id06121,male,1966.0,http://www.wikidata.org/entity/Q174728,179.0,179.0
962,Lucien Favre,male,1957-11-02,Switzerland,male,1957-11-02,,male,1957-11-02,Switzerland,id05317,male,1957.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
963,Rebecca Hall,female,1982-05-03,The-United-Kingdom-1,female,1982-05-03,,female,1982-05-03,The-United-Kingdom-1,id07256,female,1982.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
964,Lara Fabian,female,1970-01-09,Canada,female,1970-01-09,,female,1970-01-09,Canada,id04988,female,1970.0,http://www.wikidata.org/entity/Q174728,163.0,163.0
965,David Trezeguet,male,1977-10-15,France,male,1977-10-15,,male,1977-10-15,France,id02059,male,1977.0,http://www.wikidata.org/entity/Q174728,190.0,190.0
966,Les Ferdinand,male,1966-12-08,The-United-Kingdom-1,male,1966-12-08,,male,1966-12-08,The-United-Kingdom-1,id05132,male,1966.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
967,Ryan Bertrand,male,1989-08-05,The-United-Kingdom-1,male,1989-08-05,,male,1989-08-05,The-United-Kingdom-1,id07635,male,1989.0,http://www.wikidata.org/entity/Q174728,179.0,179.0
968,Caprice Bourret,female,1971-10-24,The-United-States-of-America,female,1971-10-24,,female,1971-10-24,The-United-States-of-America,id01346,female,1971.0,http://www.wikidata.org/entity/Q174728,173.0,173.0
969,Dany Brillant,male,1965-12-28,France,male,1965-12-28,,,,,id01979,,,http://www.wikidata.org/entity/Q11573,1.85,185.0
970,Diana Dondoe,female,1982-12-22,Romania,female,1982-12-22,,female,1982-12-22,Romania,id02173,female,1982.0,http://www.wikidata.org/entity/Q174728,177.0,177.0
971,Margot Boer,female,1985-08-07,Kingdom-of-the-Netherlands,female,1985-08-07,,female,1985-08-07,Kingdom-of-the-Netherlands,id05583,female,1985.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
972,Raven-Symoné,female,1985-12-10,The-United-States-of-America,female,1985-12-10,,female,1985-12-10,The-United-States-of-America,id07238,female,1985.0,http://www.wikidata.org/entity/Q218593,62.0,157.48
973,Leoš Mareš,male,1976-04-27,The-Czech-Republic-1,male,1976-04-27,,male,1976-04-27,The-Czech-Republic-1,id05130,male,1976.0,http://www.wikidata.org/entity/Q174728,181.0,181.0
974,Thorsten Fink,male,1967-10-29,Germany,male,1967-10-29,,male,1967-10-29,Germany,id08538,male,1967.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
975,Gary Oldman,male,1958-03-21,The-United-Kingdom-1,male,1958-03-21,,male,1958-03-21,The-United-Kingdom-1,id02978,male,1958.0,http://www.wikidata.org/entity/Q174728,174.0,174.0
976,Amber Le Bon,female,1989-08-25,The-United-Kingdom-1,female,1989-08-25,,female,1989-08-25,The-United-Kingdom-1,id00397,female,1989.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
977,Jordy Clasie,male,1991-06-27,Kingdom-of-the-Netherlands,male,1991-06-27,,male,1991-06-27,Kingdom-of-the-Netherlands,id04304,male,1991.0,http://www.wikidata.org/entity/Q174728,169.0,169.0
978,Vitali Klitschko,,,,male,1971-07-19,ukrainian,male,1971-07-19,Ukraine,id08927,,,http://www.wikidata.org/entity/Q11573,2.01,201.0
979,Lara Dickenmann,female,1985-11-27,Switzerland,female,1985-11-27,,female,1985-11-27,Switzerland,id04987,female,1985.0,http://www.wikidata.org/entity/Q174728,165.0,165.0
980,Donald Cerrone,male,1983-03-29,The-United-States-of-America,male,1983-03-29,american,male,1983-03-29,The-United-States-of-America,id02267,male,1983.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
981,Miroslav Klose,male,1978-06-09,Germany,male,1978-06-09,,male,1978-06-09,Germany,id06184,male,1978.0,http://www.wikidata.org/entity/Q174728,184.0,184.0
982,Wojciech Szczęsny,male,1990-04-18,Poland,male,1990-04-18,,male,1990-04-18,Poland,id09028,male,1990.0,http://www.wikidata.org/entity/Q174728,196.0,196.0
983,Florent Malouda,male,1980-06-13,France,male,1980-06-13,,male,1980-06-13,France,id02829,male,1980.0,http://www.wikidata.org/entity/Q174728,184.0,184.0
984,Katherine Grainger,female,1975-11-12,The-United-Kingdom-1,female,1975-11-12,http://dbpedia.org/resource/united_kingdom,female,1975-11-12,The-United-Kingdom-1,id04640,female,1975.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
985,Pep Guardiola,male,1971-01-18,Spain,male,1971-01-18,,male,1971-01-18,Spain,id06918,male,1971.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
986,Courtney Lawes,male,1989-02-23,The-United-Kingdom-1,male,1989-2-23,,male,1989-02-23,The-United-Kingdom-1,id01803,male,1989.0,http://www.wikidata.org/entity/Q174728,201.0,201.0
987,Ioan Gruffudd,male,1973-10-06,The-United-Kingdom-1,male,1973-10-06,http://dbpedia.org/resource/wales,male,1973-10-06,The-United-Kingdom-1,id03588,male,1973.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
988,Alexandr Dolgopolov,male,1988-11-07,Ukraine,male,1988-11-07,,male,1988-11-07,Ukraine,id00283,male,1988.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
989,Sheri Moon Zombie,female,1970-09-26,The-United-States-of-America,female,1970-09-26,,female,1970-09-26,The-United-States-of-America,id08016,female,1970.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
990,Charles Tillman,male,1981-02-23,The-United-States-of-America,male,1981-2-23,,male,1981-02-23,The-United-States-of-America,id01528,male,1981.0,http://www.wikidata.org/entity/Q174728,188.0,188.0
991,Stefanía Fernández,female,1990-09-04,Venezuela,female,1990-09-04,,female,1990-09-04,Venezuela,id08209,female,1990.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
992,Leander Paes,male,1973-06-17,India,male,1973-06-17,,male,1973-06-17,India,id05058,male,1973.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
993,Sami Hyypiä,male,1973-10-07,Finland,male,1973-10-07,,male,1973-10-07,Finland,id07732,male,1973.0,http://www.wikidata.org/entity/Q174728,195.0,195.0
994,Diana Penty,female,1985-11-02,India,female,1985-11-02,http://dbpedia.org/resource/indian_people,female,1985-11-02,India,id02176,female,1985.0,http://www.wikidata.org/entity/Q11573,1.78,178.0
995,Jimi Blue Ochsenknecht,male,1991-12-27,Germany,male,1991-12-27,,male,1991-12-27,Germany,id04098,male,1991.0,http://www.wikidata.org/entity/Q174728,193.0,193.0
996,Anna Maria Mühe,female,1985-07-23,Germany,female,1985-07-23,,female,1985-07-23,Germany,id00632,female,1985.0,http://www.wikidata.org/entity/Q174728,161.0,161.0
997,Jermichael Finley,male,1987-03-26,The-United-States-of-America,male,1987-03-26,,male,1987-03-26,The-United-States-of-America,id04007,male,1987.0,http://www.wikidata.org/entity/Q174728,196.0,196.0
998,Rahul Dravid,male,1973-01-11,India,male,1973-01-11,,male,1973-01-11,India,id07167,male,1973.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
999,Svetlana Kuznetsova,female,1985-06-27,Russia,female,1985-06-27,,female,1985-06-27,Russia,id08340,female,1985.0,http://www.wikidata.org/entity/Q174728,174.0,174.0
1000,Igor Rakočević,male,1978-03-29,Serbia,male,1978-03-29,serbian,male,1978-03-29,Serbia,id03546,male,1978.0,http://www.wikidata.org/entity/Q174728,191.0,191.0
1001,Jordan Nobbs,female,1992-12-08,The-United-Kingdom-1,female,1992-12-08,,female,1992-12-08,The-United-Kingdom-1,id04297,female,1992.0,http://www.wikidata.org/entity/Q174728,159.0,159.0
1002,Cheryl Tiegs,female,1947-09-25,The-United-States-of-America,female,1947-09-25,http://dbpedia.org/resource/united_states,female,1947-09-25,The-United-States-of-America,id01569,female,1947.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
1003,Håvard Nordtveit,male,1990-06-21,Norway,male,1990-06-21,,male,1990-06-21,Norway,id03511,male,1990.0,http://www.wikidata.org/entity/Q174728,186.0,186.0
1004,Christy Hemme,female,1980-10-28,The-United-States-of-America,female,1980-10-28,,female,1980-10-28,The-United-States-of-America,id01682,female,1980.0,http://www.wikidata.org/entity/Q174728,168.0,168.0
1005,Avery Johnson,male,1965-03-25,The-United-States-of-America,male,1965-03-25,american,male,1965-03-25,The-United-States-of-America,id00831,male,1965.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
1006,Chris Douglas-Roberts,male,1987-01-08,The-United-States-of-America,male,1987-01-08,american,male,1987-01-08,The-United-States-of-America,id01597,male,1987.0,http://www.wikidata.org/entity/Q174728,201.0,201.0
1007,Shanna Moakler,female,1975-03-28,The-United-States-of-America,female,1975-03-28,,female,1975-03-28,The-United-States-of-America,id07971,female,1975.0,http://www.wikidata.org/entity/Q174728,173.0,173.0
1008,Yana Gupta,female,1979-04-23,The-Czech-Republic-1,female,1979-04-23,http://dbpedia.org/resource/czechs,female,1979-04-23,The-Czech-Republic-1,id09061,female,1979.0,http://www.wikidata.org/entity/Q174728,170.0,170.0
1009,Sheamus,male,1978-01-28,The-Republic-of-Ireland,male,1978-01-28,,male,1978-01-28,The-Republic-of-Ireland,id08002,male,1978.0,http://www.wikidata.org/entity/Q11573,1.93,193.0
1010,Sanya Richards-Ross,female,1985-02-26,The-United-States-of-America,female,1985-02-26,,female,1985-02-26,The-United-States-of-America,id07776,female,1985.0,http://www.wikidata.org/entity/Q174728,173.0,173.0
1011,Yanina Wickmayer,female,1989-10-20,Belgium,female,1989-10-20,,female,1989-10-20,Belgium,id09066,female,1989.0,http://www.wikidata.org/entity/Q174728,182.0,182.0
1012,Shermine Shahrivar,female,1982-11-20,Germany,female,1982-9-17,,female,1982-11-20,Germany,id08018,female,1982.0,http://www.wikidata.org/entity/Q174728,176.0,176.0
1013,Yann Sommer,male,1988-12-17,Switzerland,male,1988-12-17,,male,1988-12-17,Switzerland,id09068,male,1988.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
1014,Cain Velasquez,male,1982-07-28,The-United-States-of-America,male,1982-07-28,http://dbpedia.org/resource/american_people,male,1982-07-28,The-United-States-of-America,id01301,male,1982.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
1015,Rima Fakih,female,1985-09-22,The-United-States-of-America,female,1985-09-22,,female,1985-09-22,The-United-States-of-America,id07376,female,1985.0,http://www.wikidata.org/entity/Q174728,173.0,173.0
1016,Sean Dyche,male,1971-06-28,The-United-Kingdom-1,male,1971-06-28,,male,1971-06-28,The-United-Kingdom-1,id07844,male,1971.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
1017,Torsten Lieberknecht,male,1973-08-01,Germany,male,1973-08-01,,male,1973-08-01,Germany,id08672,male,1973.0,http://www.wikidata.org/entity/Q174728,175.0,175.0
1018,Pepe Mel,male,1963-02-28,Spain,male,1963-02-28,,male,1963-02-28,Spain,id06920,male,1963.0,http://www.wikidata.org/entity/Q174728,179.0,179.0
1019,Ana Hickmann,female,1981-03-01,Brazil,female,1981-03-01,brazilian,female,1981-03-01,Brazil,id00444,female,1981.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
1020,Jarret Stoll,male,1982-06-24,Canada,male,1982-06-24,,male,1982-06-24,Canada,id03853,male,1982.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
1021,Mateusz Kusznierewicz,male,1975-04-29,Poland,male,1975-4-29,,male,1975-04-29,Poland,id05797,male,1975.0,http://www.wikidata.org/entity/Q174728,193.0,193.0
1022,B. J. Thomas,male,1942-08-07,The-United-States-of-America,,,,male,1942-08-07,The-United-States-of-America,id00867,,,http://www.wikidata.org/entity/Q174728,183.0,183.0
1023,Lauren Bush,female,1984-06-25,The-United-States-of-America,female,1984-06-25,http://dbpedia.org/resource/united_states,female,1946-11-04,The-United-States-of-America,id05018,female,,http://www.wikidata.org/entity/Q174728,171.0,171.0
1024,Necar Zadegan,female,1982-06-20,The-United-States-of-America,female,1982-06-20,,female,1982-06-20,The-United-States-of-America,id06434,female,1982.0,http://www.wikidata.org/entity/Q11573,1.75,175.0
1025,Nigel Adkins,male,1965-03-11,The-United-Kingdom-1,male,1965-03-11,,male,1965-03-11,The-United-Kingdom-1,id06536,male,1965.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
1026,Yohan Blake,male,1989-12-26,Jamaica,male,1989-12-26,http://dbpedia.org/resource/jamaica,male,1989-12-26,Jamaica,id09094,male,1989.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
1027,Yon González,male,1986-05-20,Spain,male,1986-05-20,,male,1986-05-20,Spain,id09099,male,1986.0,http://www.wikidata.org/entity/Q11573,1.79,179.0
1028,Shruti Haasan,female,1986-01-28,India,female,1986-01-28,http://dbpedia.org/resource/indian_people,female,1986-01-28,India,id08049,female,1986.0,http://www.wikidata.org/entity/Q11573,1.7,170.0
1029,Gabriel Porras,male,1968-02-13,Mexico,male,1968-02-13,,male,1968-02-13,Mexico,id02939,male,1968.0,http://www.wikidata.org/entity/Q11573,1.81,181.0
1030,Gail Kelly,female,1956-04-25,Australia,female,1956-04-25,,female,1956-04-25,Australia,id02954,female,1956.0,http://www.wikidata.org/entity/Q174728,213.8,213.8
1031,Quique Setién,male,1958-09-27,Spain,male,1958-09-27,,male,1958-09-27,Spain,id07104,male,1958.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
1032,LeBron James,male,1984-12-30,The-United-States-of-America,male,1984-12-30,american,male,1984-12-30,The-United-States-of-America,id05055,male,1984.0,http://www.wikidata.org/entity/Q174728,206.0,206.0
1033,Zaza Pachulia,male,1983-02-10,Turkey-country,male,1984-02-10,georgian,male,1983-02-10,Turkey-country,id09163,male,,http://www.wikidata.org/entity/Q174728,211.0,211.0
1034,Candice Michelle,female,1978-09-30,The-United-States-of-America,female,1978-09-30,,female,1978-09-30,The-United-States-of-America,id01340,female,1978.0,http://www.wikidata.org/entity/Q174728,170.0,170.0
1035,Zé Roberto,male,1974-07-06,Brazil,male,1954-07-31,,male,1974-07-06,Brazil,id09212,male,,http://www.wikidata.org/entity/Q174728,172.0,172.0
1036,Bob Costas,male,1952-03-22,The-United-States-of-America,male,1952-03-22,,male,1952-03-22,The-United-States-of-America,id01101,male,1952.0,http://www.wikidata.org/entity/Q11573,1.7,170.0
1037,Claudio Marchisio,male,1986-01-19,Italy,male,1986-01-19,,male,1986-01-19,Italy,id01735,male,1986.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
1038,Connor Wickham,male,1993-03-31,The-United-Kingdom-1,male,1993-03-31,,male,1993-03-31,The-United-Kingdom-1,id01787,male,1993.0,http://www.wikidata.org/entity/Q174728,191.0,191.0
1039,Safet Sušić,male,1955-04-13,Bosnia-and-Herzegovina,male,1955-04-13,,male,1955-04-13,Bosnia-and-Herzegovina,id07682,male,1955.0,http://www.wikidata.org/entity/Q174728,174.0,174.0
1040,Timo Boll,male,1981-03-08,Germany,male,1981-03-08,http://dbpedia.org/resource/germany,male,1981-03-08,Germany,id08565,male,1981.0,http://www.wikidata.org/entity/Q174728,181.0,181.0
1041,Shane Carwin,male,1975-01-04,The-United-States-of-America,male,1975-01-04,http://dbpedia.org/resource/people_of_the_united_states,male,1975-01-04,The-United-States-of-America,id07959,male,1975.0,http://www.wikidata.org/entity/Q174728,188.0,188.0
1042,Cafú,male,1977-11-17,Portugal,male,1977-11-17,,male,1993-02-26,Portugal,id01300,male,,http://www.wikidata.org/entity/Q174728,176.0,176.0
1043,Grégory Coupet,male,1972-12-31,France,male,1972-12-31,,male,1972-12-31,France,id03221,male,1972.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
1044,Britney Spears,female,1981-12-02,The-United-States-of-America,female,1981-12-02,,female,1981-12-02,The-United-States-of-America,id01228,female,1981.0,http://www.wikidata.org/entity/Q174728,163.0,163.0
1045,Bershawn Jackson,male,1983-05-08,The-United-States-of-America,male,1983-05-08,http://dbpedia.org/resource/united_states,male,1983-05-08,The-United-States-of-America,id00989,male,1983.0,http://www.wikidata.org/entity/Q174728,173.0,173.0
1046,Federico Fazio,male,1987-03-17,Argentina,male,1987-03-17,,male,1987-03-17,Argentina,id02751,male,1987.0,http://www.wikidata.org/entity/Q174728,195.0,195.0
1047,Bob Peeters,male,1974-01-10,Belgium,male,1974-01-10,,male,1974-01-10,Belgium,id01112,male,1974.0,http://www.wikidata.org/entity/Q174728,196.0,196.0
1048,Gianluigi Buffon,male,1978-01-28,Italy,male,1978-01-28,,male,1978-01-28,Italy,id03074,male,1978.0,http://www.wikidata.org/entity/Q174728,192.0,192.0
1049,Mile Jedinak,male,1984-08-03,Australia,male,1984-08-03,,male,1984-08-03,Australia,id06135,male,1984.0,http://www.wikidata.org/entity/Q174728,191.0,191.0
1050,Jim Furyk,male,1970-05-12,The-United-States-of-America,male,1970-5-12,http://dbpedia.org/resource/united_states,male,1970-05-12,The-United-States-of-America,id04085,male,1970.0,http://www.wikidata.org/entity/Q174728,188.0,188.0
1051,CariDee English,female,1985-05-22,The-United-States-of-America,female,1984-09-23,,female,1985-05-22,The-United-States-of-America,id01348,female,,http://www.wikidata.org/entity/Q174728,178.0,178.0
1052,Thomas Bach,male,1953-12-29,Germany,male,1953-12-29,http://dbpedia.org/resource/germans,male,1953-12-29,Germany,id08520,male,1953.0,http://www.wikidata.org/entity/Q174728,171.0,171.0
1053,Barry Bonds,male,1964-07-24,The-United-States-of-America,male,1964-07-24,,male,1964-07-24,The-United-States-of-America,id00906,male,1964.0,http://www.wikidata.org/entity/Q174728,188.0,188.0
